dataset,instance_id,category,transform,scale,aligned_dims,aligned_planes
ShapeNet,03797390/159e56c18906830278d8f8c02c47cde0,Mug,"1.0\,0.0\,0.0\,-0.004141040799016338\,0.0\,1.0\,0.0\,0.000326612001859683\,0.0\,0.0\,1.0\,-0.004042484626542109\,0.0\,0.0\,0.0\,1.0",0.17382167837239446,"0.10962568075005841\,0.09101233063451009\,0.09956383862537166","0.0\,0.0\,-1.0\,-0.042670179551662635\,0.0\,0.0\,1.0\,0.04978191931268583"
ShapeNet,03797390/15bd6225c209a8e3654b0ce7754570c8,Mug,"1.0\,0.0\,0.0\,0.028407847785515306\,0.0\,1.0\,0.0\,-0.00460257171395051\,0.0\,0.0\,1.0\,7.420354716325406e-05\,0.0\,0.0\,0.0\,1.0",0.1945092248102952,"0.1341934715724633\,0.09952783999129111\,0.09960019308217838","0.0\,0.0\,-1.0\,-0.045042209107972075\,0.0\,0.0\,1.0\,0.04980009654108919"
ShapeNet,03797390/162201dfe14b73f0281365259d1cf342,Mug,"1.0\,0.0\,0.0\,0.019652067353927327\,0.0\,1.0\,0.0\,-4.571204812298113e-05\,0.0\,0.0\,1.0\,-0.0017611881166752497\,0.0\,0.0\,0.0\,1.0",0.18851370899506503,"0.127499927767174\,0.09747271063325558\,0.09889486012033366","0.0\,0.0\,1.0\,-0.03207853159920537\,0.0\,0.0\,-1.0\,0.03207853159920537\,0.0\,0.0\,1.0\,0.04944743006016683\,0.0\,0.0\,-1.0\,-0.041090614272860426"
ShapeNet,03797390/17952a204c0a9f526c69dceb67157a66,Mug,"1.0\,0.0\,0.0\,-0.010442429457803382\,0.0\,1.0\,0.0\,7.466308764980667e-05\,0.0\,0.0\,1.0\,0.000402783610867985\,0.0\,0.0\,0.0\,1.0",0.200438152643075,"0.12841110616274154\,0.09672764402530154\,0.11970748068506509","0.0\,0.0\,-1.0\,-0.04105083557498013\,0.0\,0.0\,1.0\,0.04105083557498013"
ShapeNet,03797390/187859d3c3a2fd23f54e1b6f41fdd78a,Mug,"1.0\,0.0\,0.0\,0.01028310185476422\,0.0\,1.0\,0.0\,-0.00011178139662171294\,0.0\,0.0\,1.0\,-0.01593685894410013\,0.0\,0.0\,0.0\,1.0",0.20268685445312307,"0.13714400890684209\,0.0899453348419732\,0.11909393249272981","0.04992914844961151\,-0.03335832045520134\,-0.9981955232275411\,-0.05466934783151305\,0.00497220492424888\,-0.07572961705104422\,0.9971159923897989\,0.05572729211413204"
ShapeNet,03797390/1a1c0a8d4bad82169f0594e65f756cf5,Mug,"1.0\,0.0\,0.0\,0.0035220756106215667\,0.0\,1.0\,0.0\,-3.3790212696116484e-05\,0.0\,0.0\,1.0\,0.000707828187366033\,0.0\,0.0\,0.0\,1.0",0.15863439810243585,"0.11153251376761286\,0.07537005562060406\,0.08393282470881402","0.0\,0.0\,1.0\,-0.04196641235440701\,0.0\,0.0\,-1.0\,0.04196641235440701"
ShapeNet,03797390/1a97f3c83016abca21d0de04f408950f,Mug,"1.0\,0.0\,0.0\,-0.003686506833137315\,0.0\,1.0\,0.0\,9.611445328516766e-08\,0.0\,0.0\,1.0\,-0.010814142410384253\,0.0\,0.0\,0.0\,1.0",0.18976181305246773,"0.13098574861878376\,0.09508718170314623\,0.09904921594283689","0.005174346470032112\,-0.006733831468929614\,-0.9999639401760225\,-0.03991884924722362\,-0.0032703512883217236\,0.007833163851738607\,0.9999639725242719\,0.039953026063477205"
ShapeNet,03797390/1ae1ba5dfb2a085247df6165146d5bbd,Mug,"1.0\,0.0\,0.0\,-0.01176267205139725\,0.0\,1.0\,0.0\,-1.1991903388297587e-05\,0.0\,0.0\,1.0\,-0.002373486163318006\,0.0\,0.0\,0.0\,1.0",0.1859225860820683,"0.11396292614108194\,0.08552234690368943\,0.1194385292277591","0.0\,0.0\,-1.0\,0.05971926461387955\,0.0\,0.0\,1.0\,-0.04183853324294784"
ShapeNet,03797390/1bc5d303ff4d6e7e1113901b72a68e7c,Mug,"1.0\,0.0\,0.0\,0.019695812714767058\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,0.009710168021976662\,0.0\,0.0\,0.0\,1.0",0.15616991925592105,"0.1058316707821092\,0.07558998808394612\,0.08645722726294425","0.0\,0.0\,1.0\,0.034724695175099685\,0.0\,0.0\,-1.0\,-0.034724695175099685\,0.0\,0.0\,1.0\,-0.02574726503958602\,0.0\,0.0\,-1.0\,0.02574726503958602"
ShapeNet,03797390/1be6b2c84cdab826c043c2d07bb83fc8,Mug,"1.0\,0.0\,0.0\,-0.004216220727301767\,0.0\,1.0\,0.0\,-6.869586507218806e-05\,0.0\,0.0\,1.0\,-0.012631976575445458\,0.0\,0.0\,0.0\,1.0",0.16050484244777208,"0.1066922268115853\,0.07561479804628002\,0.09306440270181993","-0.0653934666121411\,0.00860887072143184\,0.9978224200073621\,0.04151268844998737\,0.06093436474442077\,-0.025240481086261715\,-0.997822590096921\,-0.041581906977207386\,0.0\,0.0\,-1.0\,0.033444958396062985\,0.0\,0.0\,1.0\,-0.033444958396062985"
ShapeNet,03797390/1c3fccb84f1eeb97a3d0a41d6c77ec7c,Mug,"1.0\,0.0\,0.0\,0.0035495513289005576\,0.0\,1.0\,0.0\,-0.004774000258696454\,0.0\,0.0\,1.0\,0.006442613795487384\,0.0\,0.0\,0.0\,1.0",0.18706546871462532,"0.1249978896788817\,0.07454315715349713\,0.11752593749733853","0.03420374684363496\,0.0003518225224128255\,0.9994148187428328\,-0.03129029713992794\,-0.034204263585232465\,-0.00035291350753647823\,-0.9994148006731981\,0.03129027025093398\,0.0\,0.0\,-1.0\,-0.058762968748669264\,0.0\,0.0\,1.0\,0.058762968748669264\,0.9986871699061192\,0.05122437569074261\,0.0\,-0.011326738691309703\,-0.9986871699061192\,-0.05122437569074261\,0.0\,0.011326738691309703"
ShapeNet,03797390/1c9f9e25c654cbca3c71bf3f4dd78475,Mug,"1.0\,0.0\,0.0\,-0.006553718233353489\,0.0\,1.0\,0.0\,-9.92509436970046e-06\,0.0\,0.0\,1.0\,-0.0049936878884990765\,0.0\,0.0\,0.0\,1.0",0.18210848949328295,"0.12603546684512157\,0.08625331961412774\,0.09919139855804238","0.048688520196466877\,-0.024006712545793504\,-0.9985254657512856\,-0.05010772548421153\,-0.04079880727612579\,-0.035785814718729145\,0.9985263305440484\,0.05029586521783067"
ShapeNet,03797390/1d18255a04d22794e521eeb8bb14c5b3,Mug,"1.0\,0.0\,0.0\,0.003509226923838815\,0.0\,1.0\,0.0\,-0.0036775249506884045\,0.0\,0.0\,1.0\,0.001981258389175622\,0.0\,0.0\,0.0\,1.0",0.1935489267614427,"0.1362789653771892\,0.09474665292260998\,0.09956060294101476","0.0\,0.0\,-1.0\,-0.04978030147050738\,0.0\,0.0\,1.0\,0.04978030147050738"
ShapeNet,03797390/1dd8290a154f4b1534a8988fdcee4fde,Mug,"1.0\,0.0\,0.0\,-0.0073362604590698766\,0.0\,1.0\,0.0\,-0.00164912752484625\,0.0\,0.0\,1.0\,0.026371467795624604\,0.0\,0.0\,0.0\,1.0",0.1542251097491203,"0.10034949546789562\,0.0755061465807998\,0.08952197055562827","-0.05704849359517897\,0.0016119926507117035\,-0.9983701071537623\,0.03558894255724087\,-0.05052559988970515\,-0.032386624429925404\,0.9981975106730232\,-0.022957808119028072\,0.0\,0.0\,-1.0\,-0.044760985277814136\,0.0\,0.0\,1.0\,0.044760985277814136"
ShapeNet,03797390/1ea9ea99ac8ed233bf355ac8109b9988,Mug,"1.0\,0.0\,0.0\,-0.004778450451873972\,0.0\,1.0\,0.0\,-0.0001669923071974111\,0.0\,0.0\,1.0\,-0.004881073105064804\,0.0\,0.0\,0.0\,1.0",0.186581783,"0.1383673777755856\,0.10540341402792741\,0.06750808876420233","0.0\,0.0\,-1.0\,0.029227011421489646\,0.0\,0.0\,1.0\,-0.029227011421489646\,0.022274424259146903\,-0.01709202221140456\,-0.9996057786951056\,-0.027131282019715854\,-0.02227442425914691\,0.01709202221140456\,0.9996057786951056\,0.027131282019715854"
ShapeNet,03797390/1eaf8db2dd2b710c7d5b1b70ae595e60,Mug,"1.0\,0.0\,0.0\,0.002619391699329565\,0.0\,1.0\,0.0\,-0.0004897192880373158\,0.0\,0.0\,1.0\,0.001251005710928066\,0.0\,0.0\,0.0\,1.0",0.20503219732552766,"0.14965238585789553\,0.09910170137725371\,0.09910210772122863","0.0\,0.0\,1.0\,0.049551053860614314\,0.0\,0.0\,-1.0\,-0.049551053860614314"
ShapeNet,03797390/1f035aa5fc6da0983ecac81e09b15ea9,Mug,"1.0\,0.0\,0.0\,0.01931510700533179\,0.0\,1.0\,0.0\,0.0012606543611420884\,0.0\,0.0\,1.0\,-0.0031197183580693455\,0.0\,0.0\,0.0\,1.0",0.1934112783657597,"0.1293466905754157\,0.09323893496795477\,0.10947077912013015","0.0\,0.0\,-1.0\,0.029775860114310992\,0.0\,0.0\,1.0\,-0.029775860114310992\,0.0\,0.0\,-1.0\,-0.05473538956006507\,0.0\,0.0\,1.0\,0.05473538956006507"
ShapeNet,03797390/2037531c43448c3016329cbc378d2a2,Mug,"1.0\,0.0\,0.0\,0.04707729646430292\,0.0\,1.0\,0.0\,-0.002044739275839147\,0.0\,0.0\,1.0\,-0.003389689721808753\,0.0\,0.0\,0.0\,1.0",0.20503797210864544,"0.14149998490214477\,0.11005966236228515\,0.09952460521037598","0.0\,0.0\,1.0\,0.04976230260518799\,0.0\,0.0\,-1.0\,-0.04976230260518799"
ShapeNet,03797390/214dbcace712e49de195a69ef7c885a4,Mug,"1.0\,0.0\,0.0\,0.023179957852117017\,0.0\,1.0\,0.0\,0.005676763434647292\,0.0\,0.0\,1.0\,-0.021040555653330406\,0.0\,0.0\,0.0\,1.0",0.2232265608711327,"0.14454343860070473\,0.12084972831011864\,0.1197188608998494",
ShapeNet,03797390/24651c3767aa5089e19f4cee87249aca,Mug,"1.0\,0.0\,0.0\,0.016337743396189985\,0.0\,1.0\,0.0\,-0.0001776238563850896\,0.0\,0.0\,1.0\,0.003954035587640625\,0.0\,0.0\,0.0\,1.0",0.186581783,"0.12704745715408983\,0.09434396165778303\,0.09884804614323706","0.0653759633596496\,-0.00025009469758039473\,-0.9978606720717276\,-0.035808003157753725\,-0.06537596335964961\,0.0002500946975803948\,0.9978606720717276\,0.035808003157753725\,0.0\,0.0\,1.0\,-0.03538990171696632\,-0.0655142329650552\,0.0002506236457346\,-0.9978516034294823\,0.032589132952951856"
ShapeNet,03797390/24b17537bce40695b3207096ecd79542,Mug,"1.0\,0.0\,0.0\,-0.023242523885803612\,0.0\,1.0\,0.0\,0.001677099621784972\,0.0\,0.0\,1.0\,-0.014065383358279115\,0.0\,0.0\,0.0\,1.0",0.19503423785626361,"0.14067761122149536\,0.09200739897846777\,0.09890790609426103","0.0\,0.0\,1.0\,0.047180439041742295\,0.0\,0.0\,-1.0\,-0.047180439041742295\,0.0\,0.0\,1.0\,-0.038892654423415385\,0.0\,0.0\,-1.0\,0.04945395304713052"
ShapeNet,03797390/27119d9b2167080ec190cb14324769d,Mug,"1.0\,0.0\,0.0\,-1.784207186439346e-07\,0.0\,1.0\,0.0\,-2.1827872842550278e-11\,0.0\,0.0\,1.0\,-0.0010690596007032482\,0.0\,0.0\,0.0\,1.0",0.17862317546128093,"0.10497147782994443\,0.10497148315332971\,0.09933877723964102",
ShapeNet,03797390/275729fcdc9bf1488afafc80c93c27a9,Mug,"1.0\,0.0\,0.0\,0.012570658517545574\,0.0\,1.0\,0.0\,-0.029965942250971378\,0.0\,0.0\,1.0\,0.003780654975450437\,0.0\,0.0\,0.0\,1.0",0.25799456880216115,"0.12107607203567206\,0.1210760778022999\,0.09928249763111952","0.0\,0.0\,1.0\,0.04964124881555976\,0.0\,0.0\,-1.0\,-0.030268954576011753"
ShapeNet,03797390/2852b888abae54b0e3523e99fd841f4,Mug,"1.0\,0.0\,0.0\,0.007347124062859534\,0.0\,1.0\,0.0\,-5.950234150908784e-05\,0.0\,0.0\,1.0\,0.0021092311983794687\,0.0\,0.0\,0.0\,1.0",0.19767905296251645,"0.13907275543987785\,0.09933728437383582\,0.09933728437383582","0.0\,0.0\,-1.0\,-0.04966864218691791\,0.0\,0.0\,1.0\,0.04470175617043459"
ShapeNet,03797390/28f1e7bc572a633cb9946438ed40eeb9,Mug,"1.0\,0.0\,0.0\,0.017320328220971404\,0.0\,1.0\,0.0\,0.0001475791178643382\,0.0\,0.0\,1.0\,0.013675492793134847\,0.0\,0.0\,0.0\,1.0",0.17855919896723715,"0.10662609049351901\,0.07899940973289721\,0.11947110532085414",
ShapeNet,03797390/2997f21fa426e18a6ab1a25d0e8f3590,Mug,"1.0\,0.0\,0.0\,-0.014070814776659724\,0.0\,1.0\,0.0\,1.751165462859916e-05\,0.0\,0.0\,1.0\,0.013927257098726109\,0.0\,0.0\,0.0\,1.0",0.20360172584798572,"0.13814845940424103\,0.1023648445803369\,0.10904155324110576","0.0\,0.0\,-1.0\,0.017459560154223702\,0.0\,0.0\,1.0\,-0.017459560154223702\,0.0\,0.0\,-1.0\,-0.054503677547525164\,0.0\,0.0\,1.0\,0.05279871550540571"
ShapeNet,03797390/2d10421716b16580e45ef4135c266a12,Mug,"1.0\,0.0\,0.0\,0.024453832370227357\,0.0\,1.0\,0.0\,-0.001171994070620963\,0.0\,0.0\,1.0\,0.0022426192327063\,0.0\,0.0\,0.0\,1.0",0.18280987291653714,"0.12314347240106183\,0.09197750056183152\,0.09897089341814524","0.0\,1.0\,0.0\,0.04598875028091576\,0.0\,-1.0\,0.0\,-0.04522862588740795\,0.0\,0.0\,-1.0\,-0.03271501414557254\,1.0\,0.0\,0.0\,-0.011187140343400515\,-1.0\,0.0\,0.0\,0.016134889855529022\,0.0\,0.0\,1.0\,0.03271501414557254\,1.0\,0.0\,0.0\,0.042023148530241694\,0.0\,-1.0\,0.0\,0.04598875028091576\,-1.0\,0.0\,0.0\,-0.042023148530241694"
ShapeNet,03797390/3093367916fb5216823323ed0e090a6f,Mug,"1.0\,0.0\,0.0\,-0.0040239923982408055\,0.0\,1.0\,0.0\,-0.0148297508900479\,0.0\,0.0\,1.0\,0.0073965189166164125\,0.0\,0.0\,0.0\,1.0",0.14863487039191564,"0.10466659054674787\,0.07504039400295648\,0.07420357949613687","0.0\,0.0\,1.0\,-0.019731427512631017\,0.0\,0.0\,-1.0\,0.019731427512631017\,0.0\,0.0\,1.0\,0.03710178974806844\,0.0\,0.0\,-1.0\,-0.03710178974806844"
ShapeNet,03797390/3143a4accdc23349cac584186c95ce9b,Mug,"1.0\,0.0\,0.0\,0.008439918900130738\,0.0\,1.0\,0.0\,-8.33356464802204e-06\,0.0\,0.0\,1.0\,-0.0019711373696789103\,0.0\,0.0\,0.0\,1.0",0.1852138242650979,"0.1281892640739697\,0.08943049262329583\,0.09936739740597123","-0.02779720024542143\,-0.021328753395497713\,-0.9993860114776022\,-0.04689733001171099\,0.004572462245243744\,0.034727413173597156\,0.9993863614054806\,0.04644764757161274"
ShapeNet,03797390/32e197b8118b3ff6a4bd4f46ba404890,Mug,"1.0\,0.0\,0.0\,-0.0052084469617317275\,0.0\,1.0\,0.0\,8.497683526142996e-05\,0.0\,0.0\,1.0\,-0.021927150089517622\,0.0\,0.0\,0.0\,1.0",0.18738113810756202,"0.12604679634174776\,0.0850667255065074\,0.10948754391926108","-0.004922634569892466\,0.0032477866172394587\,0.9999826096242775\,0.05251521486416571\,0.00010685926370792999\,0.0058967567279892006\,-0.9999826082693583\,-0.05261388977700908\,-0.03913001115182003\,-0.06824553219128833\,0.9969008925480939\,-0.02883807782849392\,-0.05486804624540609\,-0.056367724086533046\,-0.9969012875819332\,0.026912265840718597"
ShapeNet,03797390/336122c3105440d193e42e2720468bf0,Mug,"1.0\,0.0\,0.0\,-0.0014303608023680248\,0.0\,1.0\,0.0\,4.565017388546977e-07\,0.0\,0.0\,1.0\,-0.01099112281583925\,0.0\,0.0\,0.0\,1.0",0.1828988476049777,"0.12699380539437488\,0.08620370362411522\,0.09946587979946342","0.0\,0.0\,1.0\,0.04310194175043036\,0.0\,0.0\,-1.0\,-0.04973293989973171"
ShapeNet,03797390/34869e23f9fdee027528ae0782b54aae,Mug,"1.0\,0.0\,0.0\,-0.002579633954754801\,0.0\,1.0\,0.0\,-0.0024319603042799454\,0.0\,0.0\,1.0\,0.0025779986708491798\,0.0\,0.0\,0.0\,1.0",0.20340063689220542,"0.14064279817637892\,0.09856774941975432\,0.10897616163468893","0.0\,0.0\,-1.0\,-0.041105134669825905\,0.0\,0.0\,1.0\,0.041105134669825905\,-0.9239235933930028\,-0.38257704266168546\,0.0\,0.01974414627131465\,0.9239259462208584\,0.38257136053276564\,0.0\,-0.028577683147164027\,0.9914305380012084\,-0.13063494294649702\,0.0\,0.06887186424487146\,-0.9914299481042321\,0.13063941978606436\,0.0\,-0.06003832644183001\,0.7932887949598793\,-0.608845536890189\,0.0\,-0.0313260319308331\,-0.7932887949598793\,0.608845536890189\,0.0\,0.0313260319308331\,0.6088455183584968\,0.7932888091828684\,0.0\,0.060823310185521944\,-0.6088517885627196\,-0.7932839967905423\,-0.0\,-0.05198985757323661\,0.382580235633003\,-0.9239222712452579\,0.0\,-0.03996622935216065\,-0.3826002680371382\,0.9239139759187054\,0.0\,0.031132328980755204\,-0.7932955682262085\,0.6088367116334699\,0.0\,-0.06470378760853022\,0.7932955682262085\,-0.6088367116334699\,0.0\,0.06470378760853022\,0.1306283234847825\,0.9914314101860779\,0.0\,0.050762803165185846"
ShapeNet,03797390/34ae0b61b0d8aaf2d7b20fded0142d7a,Mug,"1.0\,0.0\,0.0\,0.00503483450594211\,0.0\,1.0\,0.0\,-0.0006949841681952451\,0.0\,0.0\,1.0\,0.015113018736024553\,0.0\,0.0\,0.0\,1.0",0.1976075563983446,"0.13404353290174198\,0.09571596553054973\,0.10917659861904494",
ShapeNet,03797390/35ce7ede92198be2b759f7fb0032e59,Mug,"1.0\,0.0\,0.0\,0.015584123574568398\,0.0\,1.0\,0.0\,2.7217726756401106e-05\,0.0\,0.0\,1.0\,0.005537551048050204\,0.0\,0.0\,0.0\,1.0",0.17731818457947346,"0.12419649403169952\,0.09882528028122106\,0.07906032780105399","0.0\,0.0\,1.0\,0.03953016390052699\,0.0\,0.0\,-1.0\,-0.029647513272150317\,0.0\,0.0\,-1.0\,0.004941236509922585\,0.0\,0.0\,1.0\,-0.004941236509922585\,0.0\,0.0\,1.0\,-0.02964751062990345\,0.0\,0.0\,-1.0\,0.03953016390052699"
ShapeNet,03797390/37f56901a07da69dac6b8e58caf61f95,Mug,"1.0\,0.0\,0.0\,-0.006859616679856462\,0.0\,1.0\,0.0\,-0.0040374950480177585\,0.0\,0.0\,1.0\,0.0155469390387456\,0.0\,0.0\,0.0\,1.0",0.18583709784577288,"0.11867222849566517\,0.09181951132605226\,0.10964277658235466","0.0\,0.0\,1.0\,0.05482138829117733\,0.0\,0.0\,-1.0\,-0.05482138829117733"
ShapeNet,03797390/387b695db51190d3be276203d0b1a33f,Mug,"1.0\,0.0\,0.0\,0.02135810672124827\,0.0\,1.0\,0.0\,-0.0008016135897284116\,0.0\,0.0\,1.0\,0.005102089319639624\,0.0\,0.0\,0.0\,1.0",0.17405584012210307,"0.11419090537340137\,0.08611848000355415\,0.09919407931347379","0.0\,0.0\,1.0\,0.035463183128408016\,0.0\,0.0\,-1.0\,-0.035463183128408016"
ShapeNet,03797390/39361b14ba19303ee42cfae782879837,Mug,"1.0\,0.0\,0.0\,0.00825588772134056\,0.0\,1.0\,0.0\,-0.0025360275798820275\,0.0\,0.0\,1.0\,0.006399426604524416\,0.0\,0.0\,0.0\,1.0",0.1725424677232698,"0.11434855171197889\,0.0751312037588967\,0.10512184454271933","0.0\,0.0\,1.0\,0.05130118924166971\,0.0\,0.0\,-1.0\,-0.05256092227135967\,0.908208257079861\,-0.41851853217266427\,0.0\,-0.016936461274205148\,-0.9082082570798609\,0.41851853217266427\,0.0\,0.016936461274205145\,0.0\,0.0\,1.0\,-0.05256092227135967\,0.0\,0.0\,-1.0\,0.05256092227135967\,0.9170680089471063\,-0.39873082018548567\,0.0\,0.051858511297945296\,-0.9170680089471063\,0.39873082018548567\,0.0\,-0.051858511297945296\,-0.06486617512693152\,-0.9978939719852016\,-0.0\,-0.025367986096923464\,0.06486617512693152\,0.9978939719852016\,0.0\,0.025367986096923464"
ShapeNet,03797390/3a7439cfaa9af51faf1af397e14a566d,Mug,"1.0\,0.0\,0.0\,0.04687459874885325\,0.0\,1.0\,0.0\,-0.002174041035921004\,0.0\,0.0\,1.0\,0.03157729733860226\,0.0\,0.0\,0.0\,1.0",0.1958331824615114,"0.13277058409350806\,0.10445682664540978\,0.09905202692018711","-0.5321297066330227\,0.8466628463081709\,0.0\,-0.050150246133365314\,0.5000020781810028\,-0.8660242039427525\,0.0\,0.048188983239953374\,1.0\,0.0\,0.0\,0.06028881540117825\,-1.0\,0.0\,0.0\,-0.06109975531489442\,-0.5102548739939504\,-0.8600232343172001\,0.0\,-0.05078411449176805\,0.49999867547332627\,0.8660261684989198\,0.0\,0.049141782112195324\,0.5340397099839347\,-0.8454593947436357\,0.0\,-0.03246126507823468\,-0.4999987050154923\,0.8660261514428019\,0.0\,0.025895071704692903\,-0.5233641621618287\,-0.8521091207634323\,8.741702860053609e-06\,0.028217179714923615\,0.5000021077232358\,0.8660241868864412\,0.0\,-0.024942114647276924\,1.0\,0.0\,0.0\,-0.018929820516206286\,-1.0\,0.0\,0.0\,0.01379527135550851\,0.0\,0.0\,1.0\,-0.040472254780793415\,0.0\,0.0\,-1.0\,0.03765852343403642\,0.0\,0.0\,-1.0\,-0.018303939666935665"
ShapeNet,03797390/3c0467f96e26b8c6a93445a1757adf6,Mug,"1.0\,0.0\,0.0\,0.004538412202217401\,0.0\,1.0\,0.0\,-0.005074891191842346\,0.0\,0.0\,1.0\,0.005590383749680017\,0.0\,0.0\,0.0\,1.0",0.1825073616604459,"0.1322145444486118\,0.0990312310000907\,0.07759556158733494","0.0\,0.0\,-1.0\,0.03879778079366747\,0.0\,0.0\,1.0\,-0.03879778079366747\,0.0\,0.0\,1.0\,0.03879778079366747\,0.0\,0.0\,-1.0\,-0.03879778079366747"
ShapeNet,03797390/3d1754b7cb46c0ce5c8081810641ef6,Mug,"1.0\,0.0\,0.0\,0.02878820151449868\,0.0\,1.0\,0.0\,0.0009948414030913622\,0.0\,0.0\,1.0\,0.0009945970160785134\,0.0\,0.0\,0.0\,1.0",0.16439597390635827,"0.10666701310720894\,0.07613128294831695\,0.09925834434338787","0.0\,0.0\,1.0\,0.049629172171693936\,0.0\,0.0\,-1.0\,-0.04129150223053979"
ShapeNet,03797390/3d3e993f7baa4d7ef1ff24a8b1564a36,Mug,"1.0\,0.0\,0.0\,0.0034746868012973664\,0.0\,1.0\,0.0\,-0.0007838361494201251\,0.0\,0.0\,1.0\,-0.018211626780018975\,0.0\,0.0\,0.0\,1.0",0.18175912616565396,"0.12520985836225407\,0.08650479724310856\,0.09937697873430551","0.0\,0.0\,-1.0\,-0.04587918059045748\,0.0\,0.0\,1.0\,0.04587918059045748\,0.0\,0.0\,-1.0\,0.049653231130452724\,0.0\,0.0\,1.0\,-0.041964817543895805\,-0.9890267358506425\,-0.14522713266478873\,-0.027114492630094578\,0.02301021086051949\,0.992559814915041\,-0.12157850583283061\,-0.006609140282674755\,-0.02390041920408791\,-0.9914437655073933\,0.1305345157519515\,5.824456530500465e-06\,0.023695825984883647\,0.38268398839542433\,0.9238793021957851\,0.0\,-0.03547678674958249\,0.9897121547898693\,0.1427232303527035\,0.009996508334571464\,-0.02398754822857684\,0.6087601308049438\,0.7933461498080313\,0.003604126401812432\,-0.028462401399989238\,-0.3826636398643894\,0.9238649256526399\,-0.006491369237598076\,0.03152242164495852\,0.3826977059814346\,-0.9238736200566326\,0.0\,-0.03547643745806276\,0.9238765150095336\,0.3826907171775128\,0.0\,0.058719690781039606\,-0.793346407712653\,-0.608760289472347\,-0.0035195640317411004\,0.024893972445107035\,-0.7933474694206565\,0.608734248065506\,0.006512142194641038\,0.02357842498921363"
ShapeNet,03797390/403fb4eb4fc6235adf0c7dbe7f8f4c8e,Mug,"1.0\,0.0\,0.0\,0.022703602241605614\,0.0\,1.0\,0.0\,-0.0029188088342553264\,0.0\,0.0\,1.0\,0.018684854875465895\,0.0\,0.0\,0.0\,1.0",0.18173280927958593,"0.11882362754571085\,0.08333430395291241\,0.10937625125844797","0.0\,0.0\,-1.0\,-0.05121593856368456\,0.0\,0.0\,1.0\,0.05121593856368456"
ShapeNet,03797390/414772162ef70ec29109ad7f9c200d62,Mug,"1.0\,0.0\,0.0\,0.02143110297049411\,0.0\,1.0\,0.0\,-0.00012022100289010851\,0.0\,0.0\,1.0\,0.0004565900973645398\,0.0\,0.0\,0.0\,1.0",0.18755140185911814,"0.13216785672259235\,0.08560671443914725\,0.09919800226287734","0.0\,0.0\,1.0\,0.04253863165194538\,0.0\,0.0\,-1.0\,-0.04959900113143867"
ShapeNet,03797390/43e1cabc5dd2fa91fffc97a61124b1a9,Mug,"1.0\,0.0\,0.0\,0.03447440343571495\,0.0\,1.0\,0.0\,2.1373125491663814e-11\,0.0\,0.0\,1.0\,0.00028701616783699535\,0.0\,0.0\,0.0\,1.0",0.21237462794504872,"0.15083887146907227\,0.1017457133074462\,0.1095370984420363","0.0\,0.0\,-1.0\,-0.05476854922101815\,0.0\,0.0\,1.0\,0.04984166876696339"
ShapeNet,03797390/43f94ba24d2f075c4d32a65fb7bf4ebc,Mug,"1.0\,0.0\,0.0\,-0.0021657565962089897\,0.0\,1.0\,0.0\,0.002052192189779145\,0.0\,0.0\,1.0\,0.006017697606280237\,0.0\,0.0\,0.0\,1.0",0.1716669566808615,"0.11666657316164919\,0.07784873166133455\,0.09898471102008344","0.0\,0.0\,1.0\,0.0313758240654356\,0.0\,0.0\,-1.0\,-0.0313758240654356\,0.0\,0.0\,-1.0\,0.04949235551004172\,0.0\,0.0\,1.0\,-0.04949235551004172\,0.2816602101319448\,-0.9595142135358316\,-7.151457922434188e-06\,-0.0001795720447792895\,-0.281672403387855\,0.9595106342120612\,-1.9177144122962172e-06\,0.00018073053027021507"
ShapeNet,03797390/44f9c4e1ea3532b8d7b20fded0142d7a,Mug,"1.0\,0.0\,0.0\,0.009046686989213626\,0.0\,1.0\,0.0\,-0.0006194513938848623\,0.0\,0.0\,1.0\,0.01868746634860674\,0.0\,0.0\,0.0\,1.0",0.186581783,"0.13281320732184554\,0.08556752668928613\,0.09925516888545438","0.0\,0.0\,1.0\,0.04933259616865282\,0.0\,0.0\,-1.0\,-0.04933259616865282"
ShapeNet,03797390/46955fddcc83a50f79b586547e543694,Mug,"1.0\,0.0\,0.0\,0.02714931441301094\,0.0\,1.0\,0.0\,-0.00046929152410113417\,0.0\,0.0\,1.0\,3.269258744054149e-05\,0.0\,0.0\,0.0\,1.0",0.15570406127033523,"0.11150061794029731\,0.07942744801272994\,0.07417990710301758","0.0\,0.0\,1.0\,0.03708995355150879\,0.0\,0.0\,-1.0\,-0.03708995355150879"
ShapeNet,03797390/46ed9dad0440c043d33646b0990bb4a,Mug,"1.0\,0.0\,0.0\,0.002144487216104274\,0.0\,1.0\,0.0\,-0.0030335963232781538\,0.0\,0.0\,1.0\,-0.0010671770129739855\,0.0\,0.0\,0.0\,1.0",0.19334593689305823,"0.1362406333530597\,0.09444523617665546\,0.09950490632503772","0.0\,0.0\,-1.0\,-0.049736019488296535\,0.0\,0.0\,1.0\,0.049736019488296535"
